date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:17:07	364/364	---M--	302	error ('Found')	text/html	date:Sat,%2014%20Dec%202024%2007:17:07%20GMT	http://moodle.sdu.edu.kz/pluginfile.php/1/theme_alpha/loginbg/1732004874/SDU-1058%20(1)%20(1).jpg	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/pluginfile.php/1/theme_alpha/loginbg/1732004874/SDU-1058%20(1)%20(1).jpg	(from https://moodle.sdu.edu.kz/login/index.php)
12:17:08	960/960	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Dec%202024%2007:17:07%20GMT	https://password.sdu.edu.kz/	/Users/Yukki/Desktop/moodle_copy/password.sdu.edu.kz/index.html	(from https://moodle.sdu.edu.kz/login/index.php)
12:17:08	17737/17737	---M-Z	200	added ('OK')	application/javascript	etag:%226ad709a0ae2e782514b775272cbb928684baa956%22	https://moodle.sdu.edu.kz/lib/javascript.php/1732004874/lib/requirejs/require.min.js	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/lib/javascript.php/1732004874/lib/requirejs/javascript.php	(from https://moodle.sdu.edu.kz/login/index.php)
12:17:09	27/27	---M--	404	error ('not%20found')	text/html	date:Sat,%2014%20Dec%202024%2007:17:09%20GMT	https://moodle.sdu.edu.kz/theme/yui_image.php?file=3.18.1/sprite_icons.png	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/yui_imagecb5c.php	(from https://moodle.sdu.edu.kz/theme/yui_combo.php?rollup/3.18.1/yui-moodlesimple-min.css)
12:17:10	245/245	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:10%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/t/expanded	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/t/expanded.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:11	239/239	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:11%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/t/collapsed	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/t/collapsed.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:12	56/56	---M--	200	added ('OK')	image/gif	date:Sat,%2014%20Dec%202024%2007:17:12%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/mod_customcert/1732004859/target	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/mod_customcert/1732004859/target.gif	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:13	184/184	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:13%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/mod_forum/1732004859/t/subscribed	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/mod_forum/1732004859/t/subscribed.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:14	145/145	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:14%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/mod_forum/1732004859/t/unsubscribed	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/mod_forum/1732004859/t/unsubscribed.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:15	419/419	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:15%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/t/print	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/t/print.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:16	25/25	---M--	404	error ('not%20found')	text/html	date:Sat,%2014%20Dec%202024%2007:17:16%20GMT	https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/images/shadow.png	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/images/shadow.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:17	25/25	---M--	404	error ('not%20found')	text/html	date:Sat,%2014%20Dec%202024%2007:17:17%20GMT	https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/images/loading-icon.gif	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/images/loading-icon.gif	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:18	478/478	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:18%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/text_highlight_picker	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/text_highlight_picker.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:19	859/859	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:19%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/strikethrough	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/strikethrough.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:20	440/440	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:20%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/editstring	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/editstring.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:21	587/587	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:21%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/text_color_picker	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/text_color_picker.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:22	4537/4537	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:22%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/pinbild	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/pdfannotator/1732004859/pinbild.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:23	599/599	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:23%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/quiz/1732004859/navflagged	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/quiz/1732004859/navflagged.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:24	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-620216aad0f00%22	https://moodle.sdu.edu.kz/mod/wiki/pix/attachment.png	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/mod/wiki/pix/attachment.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:25	704/704	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:25%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/mod_workshop/1732004859/userplan/task-todo	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/mod_workshop/1732004859/userplan/task-todo.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:26	445/445	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:26%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/mod_workshop/1732004859/userplan/task-done	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/mod_workshop/1732004859/userplan/task-done.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:27	517/517	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:27%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/mod_workshop/1732004859/userplan/task-fail	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/mod_workshop/1732004859/userplan/task-fail.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:28	585/585	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:28%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/mod_workshop/1732004859/userplan/task-info	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/mod_workshop/1732004859/userplan/task-info.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:29	370/370	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:29%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/block_completion_progress/1732004859/tick	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/block_completion_progress/1732004859/tick.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:30	352/352	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:30%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/block_completion_progress/1732004859/cross	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/block_completion_progress/1732004859/cross.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:31	471/471	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:31%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/t/collapsed_empty	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/t/collapsed_empty.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:32	40957/40957	---M--	200	added ('OK')	image/gif	date:Sat,%2014%20Dec%202024%2007:17:32%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/i/loading_small	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/i/loading_small.gif	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:33	3328/3328	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:33%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/expand	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/expand.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:34	3333/3333	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:34%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/collapse	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/collapse.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:35	796/796	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:35%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/eye-slash	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/eye-slash.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:36	387/387	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:36%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/a/view_list_active	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/core/1732004859/a/view_list_active.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:37	1085/1085	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:37%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/close-white	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/close-white.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:38	301/301	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Dec%202024%2007:17:38%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/check-white	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_tiles/1732004859/check-white.svg	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:39	501/501	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:39%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/arrow_down	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/arrow_down.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:40	478/478	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:40%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/arrow_right	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/arrow_right.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:41	699/699	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:41%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/arrow_right_glow	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/arrow_right_glow.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:42	712/712	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:42%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/arrow_down_glow	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/arrow_down_glow.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:43	547/547	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:43%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/bulb_on	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/bulb_on.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:44	637/637	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:44%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/bulb_off	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/bulb_off.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:45	1057/1057	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:45%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/bulb_off_glow	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/bulb_off_glow.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:46	904/904	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:46%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/bulb_on_glow	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/bulb_on_glow.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:47	1188/1188	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:47%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/cloud_on	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/cloud_on.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:48	802/802	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:48%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/cloud_off	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/cloud_off.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:49	1093/1093	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:49%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/cloud_off_glow	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/cloud_off_glow.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:50	1434/1434	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:50%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/cloud_on_glow	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/cloud_on_glow.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:51	566/566	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:51%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/eye_show	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/eye_show.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:52	576/576	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:52%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/eye_hide	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/eye_hide.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:53	965/965	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:53%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/eye_hide_glow	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/eye_hide_glow.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:54	905/905	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:54%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/eye_show_glow	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/eye_show_glow.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:55	539/539	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:55%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/folder_open	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/folder_open.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
12:17:56	543/543	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Dec%202024%2007:17:56%20GMT	https://moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/folder_closed	/Users/Yukki/Desktop/moodle_copy/moodle.sdu.edu.kz/theme/image.php/alpha/format_topcoll/1732004859/folder_closed.png	(from https://moodle.sdu.edu.kz/theme/styles.php/alpha/1732004874_1/all)
